year,district,crop,yield_kg_per_ha,area_ha,production_tonnes,rainfall_mm,temp_avg_c,temp_min_c,temp_max_c,humidity_pct,soil_pH,soil_organic_C_pct,soil_N_kg,soil_P_kg,soil_K_kg,soil_sand_pct,soil_silt_pct,soil_clay_pct
2013,Mayurbhanj,maize,2324,2333,5421,1057.2,29.4,24.7,33.2,68.3,7.2,0.85,200.6,36.4,78.4,32.1,20.0,47.9
2013,Mayurbhanj,pulses,1293,2083,2693,1508.5,27.5,22.9,32.5,71.2,5.7,1.61,226.0,22.1,180.8,52.1,33.6,14.3
2013,Mayurbhanj,groundnut,1642,2299,3774,1277.1,25.4,19.0,30.7,77.3,7.2,0.81,215.8,28.1,113.8,45.5,36.3,18.2
2013,Mayurbhanj,sesame,660,3158,2084,918.5,24.4,18.1,30.1,59.7,6.8,1.24,198.5,46.0,63.8,51.9,46.7,1.4
2013,Nabarangpur,rice,2722,1897,5163,1141.9,27.9,22.1,33.5,80.4,6.0,0.73,153.0,16.1,200.8,46.1,60.0,0.0
2013,Nabarangpur,maize,2048,2029,4155,1221.2,25.7,20.8,31.8,71.1,6.1,0.52,177.5,20.7,209.7,31.6,31.8,36.6
2013,Nabarangpur,pulses,1236,1083,1338,1033.3,25.6,21.4,30.8,68.4,6.2,0.93,286.2,36.4,53.9,50.8,33.2,16.0
2013,Nabarangpur,groundnut,1838,1800,3308,1223.5,27.3,22.9,31.4,65.5,6.6,0.98,242.7,15.1,164.2,54.6,46.7,0.0
2013,Nabarangpur,sesame,885,1889,1671,1238.2,24.7,19.9,30.4,76.4,6.4,0.87,158.8,27.0,146.1,42.2,31.4,26.4
2013,Nuapada,rice,2484,1776,4411,1331.6,26.2,19.6,32.7,61.1,6.5,0.6,183.7,40.0,134.6,48.6,40.4,11.0
2013,Nuapada,maize,1749,1572,2749,958.8,25.2,23.1,30.7,90.0,6.6,0.38,167.9,15.4,99.1,53.6,43.1,3.3
2013,Nuapada,pulses,911,2362,2151,1505.4,30.8,22.9,34.9,90.0,6.3,0.62,216.4,14.2,170.0,31.8,32.6,35.6
2013,Nuapada,groundnut,2121,1971,4180,1228.3,28.0,21.8,31.3,75.8,6.4,0.85,253.0,8.1,99.4,25.6,29.5,44.9
2013,Nuapada,sesame,1232,1939,2388,932.0,26.0,22.5,29.9,73.9,5.9,1.13,196.4,20.9,136.1,52.7,42.8,4.5
2013,Nayagarh,rice,2583,2282,5894,1157.6,28.1,23.4,33.1,67.3,6.3,0.59,223.4,33.1,208.6,32.4,47.9,19.7
2013,Nayagarh,maize,1920,2300,4416,1018.8,27.3,22.0,30.8,76.1,7.2,0.75,268.0,18.1,192.5,22.8,59.2,18.0
2013,Nayagarh,pulses,1573,1857,2921,805.6,27.6,24.0,33.0,74.1,6.0,1.14,240.3,29.8,150.4,30.8,44.8,24.4
2013,Nayagarh,groundnut,1732,1305,2260,1470.4,31.2,26.2,38.4,70.9,6.3,0.61,281.9,12.2,186.8,39.4,30.4,30.2
2013,Nayagarh,sesame,1157,1809,2093,1119.0,29.3,22.7,34.9,63.5,6.2,0.82,216.0,10.1,186.2,45.9,20.0,34.1
2013,Puri,rice,2267,1747,3960,1185.4,30.8,25.6,35.0,72.2,6.3,0.9,229.0,32.1,148.8,61.4,44.1,0.0
2013,Puri,maize,1823,3104,5658,1265.4,25.3,18.6,32.4,69.7,6.2,0.75,235.7,32.8,178.5,46.0,50.0,4.0
2013,Puri,pulses,1121,2515,2819,1142.4,27.9,23.0,32.8,66.2,7.2,0.58,163.0,41.2,198.9,21.1,29.3,49.6
2013,Puri,groundnut,1347,1524,2052,572.3,26.7,22.8,31.8,53.7,6.5,0.68,275.1,34.1,189.3,41.7,54.9,3.4
2013,Puri,sesame,511,1298,663,1183.2,31.5,26.7,36.3,55.6,7.0,1.09,239.5,13.7,114.7,32.1,35.8,32.1
2013,Rayagada,rice,2229,1411,3145,1115.3,26.0,21.5,31.5,70.8,6.4,0.85,150.4,21.1,157.5,30.0,45.0,25.0
2013,Rayagada,maize,1779,2045,3638,1432.9,28.9,23.9,33.5,79.5,6.8,0.61,160.3,5.0,157.7,44.2,46.4,9.4
2013,Rayagada,pulses,1289,2667,3437,1060.5,29.3,24.8,35.1,55.4,6.6,0.2,186.6,24.4,124.0,34.5,43.5,22.0
2013,Rayagada,groundnut,1774,1755,3113,1208.4,32.3,26.1,38.5,74.4,6.6,0.2,166.1,15.2,56.3,33.4,20.0,46.6
2013,Rayagada,sesame,890,2409,2144,1421.4,27.8,23.8,30.9,52.4,5.9,0.53,192.0,9.9,166.9,42.7,35.1,22.2
2013,Sambalpur,rice,2785,1409,3924,1283.7,27.0,22.3,32.9,78.8,6.0,0.75,214.1,17.3,179.3,47.8,53.3,0.0
2013,Sambalpur,maize,1617,1938,3133,1018.3,28.2,24.8,33.5,63.7,6.1,0.37,176.7,30.8,148.7,51.3,51.6,0.0
2013,Sambalpur,pulses,1265,1720,2175,1293.5,25.9,21.4,29.4,79.3,6.3,0.85,148.2,24.4,111.9,43.6,43.8,12.6
2013,Sambalpur,groundnut,1997,1988,3970,846.4,33.0,26.3,38.7,62.5,6.4,0.64,263.2,22.6,110.8,40.3,46.2,13.5
2013,Sambalpur,sesame,1300,2764,3593,1351.4,26.5,24.7,31.8,70.0,6.6,0.82,133.7,25.6,181.6,51.8,44.5,3.7
2013,Sonepur,rice,2651,1794,4755,1185.8,27.2,22.1,33.2,76.4,7.5,1.46,204.0,5.0,211.8,39.6,27.0,33.4
2013,Sonepur,maize,1900,1776,3374,1322.5,23.9,20.0,29.2,76.2,6.8,0.56,151.1,14.9,162.0,59.9,20.0,20.1
2013,Sonepur,pulses,1144,1333,1524,869.6,28.9,23.4,34.3,79.2,6.3,0.67,309.3,17.5,186.8,45.1,20.0,34.9
2013,Sonepur,groundnut,1288,1710,2202,1411.2,28.6,22.7,32.6,86.2,6.0,0.86,199.5,18.3,216.9,37.9,21.5,40.6
2013,Sonepur,sesame,904,1800,1627,1875.5,28.4,23.8,32.3,51.2,6.0,0.83,271.4,31.2,161.5,41.8,37.7,20.5
2013,Sundargarh,rice,2370,2859,6775,1162.2,26.8,24.0,31.6,78.4,6.0,0.57,239.6,5.2,202.9,39.7,31.1,29.2
2013,Sundargarh,maize,1719,2189,3762,1692.0,28.6,24.5,34.7,66.8,7.2,1.04,52.8,10.0,197.2,46.5,24.8,28.7
2013,Sundargarh,pulses,1041,1046,1088,1182.3,31.4,25.6,38.6,78.8,7.0,1.39,218.9,18.1,201.6,59.5,30.2,10.3
2013,Sundargarh,groundnut,1619,2069,3349,1366.3,28.6,25.0,35.5,63.6,6.4,0.53,334.9,22.4,107.5,53.6,42.7,3.7
2013,Sundargarh,sesame,853,2420,2064,1034.9,26.0,23.0,29.7,88.1,7.3,0.82,283.1,18.4,137.8,45.6,33.8,20.6
2013,Bhawanipatna,rice,2446,2571,6288,1230.0,28.4,22.4,33.8,60.3,5.8,0.84,191.4,20.9,149.2,70.0,21.7,8.3
2013,Bhawanipatna,maize,1502,2166,3253,1124.7,27.6,22.0,33.9,54.9,6.2,0.93,238.5,41.9,197.8,44.4,26.1,29.5
2013,Bhawanipatna,pulses,1058,1703,1801,1331.0,27.5,23.8,32.1,78.8,6.7,0.97,219.1,36.3,161.8,41.1,25.8,33.1
2013,Bhawanipatna,groundnut,1862,779,1450,1163.1,26.6,23.0,30.7,78.1,6.6,0.83,215.3,20.9,212.1,46.2,20.4,33.4
2013,Bhawanipatna,sesame,1307,2185,2855,1082.1,24.5,19.1,29.4,85.7,6.3,0.55,244.8,29.3,158.4,51.8,34.6,13.6
2014,Angul,rice,2558,2582,6604,1325.1,26.7,20.3,29.3,90.0,5.6,0.61,198.0,18.5,200.3,34.4,37.6,28.0
2014,Angul,maize,1855,2147,3982,1187.0,27.2,22.7,31.7,72.9,7.0,0.62,156.6,26.1,148.4,53.3,25.9,20.8
2014,Angul,pulses,755,1733,1308,1046.7,26.8,22.4,32.5,67.1,6.6,0.85,209.7,19.8,175.5,37.0,49.0,14.0
2014,Angul,groundnut,1740,1344,2338,1237.6,25.3,19.6,32.5,62.1,6.7,0.27,222.7,11.1,118.8,34.0,42.3,23.7
2014,Angul,sesame,1151,2011,2314,1027.1,30.2,26.0,33.0,74.6,5.9,1.1,180.9,26.0,220.1,32.9,29.3,37.8
2014,Balangir,rice,2481,2768,6867,1068.3,25.8,20.3,30.2,71.5,5.7,1.46,132.6,16.8,148.4,64.1,21.8,14.1
2014,Balangir,maize,2495,2378,5933,1283.4,25.0,19.4,29.3,82.7,6.0,0.77,172.2,10.1,187.1,50.4,47.1,2.5
2014,Balangir,pulses,755,2532,1911,1701.1,26.1,19.2,30.8,56.3,6.3,1.11,158.1,14.0,179.7,45.0,40.8,14.2
2014,Balangir,groundnut,1859,2239,4162,1113.5,27.5,23.4,33.8,63.7,7.1,0.73,210.1,15.1,99.2,27.6,24.4,48.0
2014,Balangir,sesame,819,2105,1723,1402.1,26.1,22.0,29.7,74.8,7.2,1.18,235.5,26.4,234.9,48.3,41.5,10.2
2014,Bargarh,rice,2419,1318,3188,1063.2,27.0,21.9,33.9,70.8,7.1,0.67,184.4,6.7,112.9,50.3,35.1,14.6
2014,Bargarh,maize,2235,2090,4671,1129.5,31.3,26.4,37.5,66.0,6.9,1.08,210.4,5.0,150.9,57.3,40.3,2.4
2014,Bargarh,pulses,1311,1138,1491,1055.9,27.8,22.4,34.0,68.6,6.7,0.8,150.7,5.0,171.6,46.7,28.8,24.5
2014,Bargarh,groundnut,1395,2314,3228,1146.8,28.1,21.2,31.0,63.0,6.4,1.24,118.2,39.4,156.8,44.0,33.0,23.0
2014,Bargarh,sesame,790,2524,1993,986.3,27.7,23.1,31.9,90.0,6.7,0.98,256.9,5.8,237.6,20.0,27.3,52.7
2014,Bhadrak,rice,2385,2290,5461,1243.7,26.7,21.7,30.7,55.0,6.9,1.01,279.2,12.1,184.6,42.2,46.9,10.9
2014,Bhadrak,maize,2255,2105,4746,1132.1,28.9,23.3,33.2,56.7,6.4,1.25,257.3,8.9,91.6,57.7,23.6,18.7
2014,Bhadrak,pulses,1327,1691,2243,1523.4,25.5,19.4,30.7,72.5,5.5,0.2,189.0,22.5,93.7,34.1,40.6,25.3
2014,Bhadrak,groundnut,1940,1931,3746,1356.0,24.7,20.1,31.3,70.7,6.6,1.49,130.0,28.0,233.2,41.8,43.6,14.6
2014,Bhadrak,sesame,654,1656,1083,1277.0,28.6,22.5,35.2,69.3,7.1,0.7,245.1,22.1,172.3,49.2,20.0,30.8
2014,Boudh,rice,2218,2051,4549,862.5,28.7,22.8,34.0,58.8,7.2,1.41,207.4,25.1,160.1,50.3,33.8,15.9
2014,Boudh,maize,1991,2452,4881,1669.1,24.2,19.3,28.0,85.9,6.2,0.37,231.9,37.4,183.2,47.0,39.1,13.9
2014,Boudh,pulses,1553,1562,2425,1177.6,26.1,22.3,30.8,81.1,6.8,0.99,207.3,25.2,110.0,41.9,36.9,21.2
2014,Boudh,groundnut,1869,2160,4037,1172.3,26.2,18.0,32.1,74.1,6.4,0.66,193.5,22.9,56.0,29.3,28.6,42.1
2014,Boudh,sesame,951,1880,1787,1495.6,24.0,19.8,30.5,71.3,6.9,1.42,165.3,19.0,136.4,25.5,31.9,42.6
2014,Cuttack,rice,2720,2270,6174,1323.8,26.2,21.9,32.5,65.0,6.6,0.85,273.1,29.7,85.2,33.1,40.8,26.1
2014,Cuttack,maize,1983,1772,3513,1403.1,27.4,22.3,33.2,66.2,7.3,0.56,232.8,34.3,81.1,41.6,46.4,12.0
2014,Cuttack,pulses,1489,1914,2849,1053.1,28.9,22.7,32.7,58.0,6.6,0.99,185.0,26.8,114.5,23.9,30.8,45.3
2014,Cuttack,groundnut,1815,1862,3379,968.3,23.4,18.9,29.3,82.6,7.1,0.56,142.3,25.0,181.8,49.0,20.0,31.0
2014,Cuttack,sesame,683,1985,1355,1297.4,28.5,23.4,33.8,70.8,6.8,0.89,203.3,17.3,154.1,49.8,37.7,12.5
2014,Deogarh,rice,2595,2671,6931,1253.0,25.7,19.8,29.3,59.2,6.7,0.95,137.7,16.2,119.7,40.1,44.4,15.5
2014,Deogarh,maize,2176,1990,4330,1090.8,24.3,17.9,29.9,62.9,6.9,0.78,185.6,24.4,112.9,41.6,36.2,22.2
2014,Deogarh,pulses,1075,2334,2509,1573.8,25.5,22.2,28.5,68.5,6.2,0.86,206.6,5.0,59.3,48.0,36.4,15.6
2014,Deogarh,groundnut,1693,1171,1982,1294.3,29.5,24.2,33.7,70.4,5.8,1.12,204.1,5.0,135.0,49.6,31.7,18.7
2014,Deogarh,sesame,831,1387,1152,1313.3,25.7,22.9,30.3,79.8,6.3,1.32,221.4,23.4,143.6,44.3,32.4,23.3
2014,Dhenkanal,rice,2424,2265,5490,1012.8,24.8,20.9,31.8,75.3,6.7,0.48,231.2,18.8,160.7,35.2,36.6,28.2
2014,Dhenkanal,maize,1894,1617,3062,1346.8,23.9,18.3,29.6,61.2,6.1,0.73,214.1,18.5,171.7,62.6,29.9,7.5
2014,Dhenkanal,pulses,771,2412,1859,1536.7,27.8,23.9,32.7,58.8,6.8,0.39,185.0,10.0,156.3,41.3,36.8,21.9
2014,Dhenkanal,groundnut,1805,1506,2718,1325.4,26.9,22.9,34.1,74.8,6.4,1.22,292.1,18.5,167.4,35.1,33.5,31.4
2014,Dhenkanal,sesame,850,2092,1778,1266.6,28.1,22.9,31.9,60.6,6.2,0.72,252.5,8.4,132.1,54.5,32.0,13.5
2014,Gajapati,rice,2615,1930,5046,1251.4,26.5,20.8,30.0,66.4,6.6,0.96,274.6,16.1,224.0,38.4,48.3,13.3
2014,Gajapati,maize,2204,1543,3400,1261.4,26.9,21.3,31.7,66.9,7.2,0.77,241.3,17.7,233.3,38.2,28.9,32.9
2014,Gajapati,pulses,1581,1777,2809,1520.2,28.8,24.0,32.0,69.8,6.6,1.15,279.4,13.2,190.1,52.7,45.7,1.6
2014,Gajapati,groundnut,1924,1028,1977,1168.9,24.7,19.9,30.7,73.1,7.1,0.9,135.1,5.0,157.4,42.9,25.2,31.9
2014,Gajapati,sesame,474,1632,773,1161.1,28.3,23.1,34.9,59.6,6.9,0.81,234.7,15.6,203.6,48.0,28.2,23.8
2014,Ganjam,rice,2496,1880,4692,1297.8,24.6,19.6,30.0,70.3,7.2,1.03,199.6,22.2,164.8,49.0,20.0,31.0
2014,Ganjam,maize,1924,1257,2418,1455.7,26.9,22.1,32.8,74.2,5.9,0.78,183.2,5.0,115.5,43.2,33.9,22.9
2014,Ganjam,pulses,829,2575,2134,1179.6,27.1,21.7,31.3,74.6,6.3,0.53,228.7,34.9,186.2,54.2,29.8,16.0
2014,Ganjam,groundnut,1400,2745,3843,1610.9,30.1,25.4,33.9,59.3,5.7,0.77,280.3,18.6,165.1,58.8,31.0,10.2
2014,Ganjam,sesame,1408,2996,4218,1173.8,25.8,20.1,30.5,58.4,7.1,1.16,207.8,7.4,88.5,46.1,30.0,23.9
2014,Jagatsinghpur,rice,2414,2510,6059,1346.6,29.8,25.8,34.5,77.6,6.7,1.26,221.0,38.5,177.0,55.6,31.8,12.6
2014,Jagatsinghpur,maize,2003,2455,4917,1522.6,28.5,23.6,34.9,50.0,5.8,1.0,200.7,26.1,153.2,50.7,26.9,22.4
2014,Jagatsinghpur,pulses,1342,2497,3350,1444.1,31.0,25.8,36.3,54.8,6.2,0.74,252.5,13.9,189.8,45.0,33.2,21.8
2014,Jagatsinghpur,groundnut,1862,1804,3359,1114.2,23.6,18.8,28.1,64.8,6.7,1.0,211.6,30.0,178.8,42.0,30.4,27.6
2014,Jagatsinghpur,sesame,978,2286,2235,1479.6,29.4,24.9,34.3,76.7,7.0,1.08,196.8,7.5,100.1,47.7,38.4,13.9
2014,Jajpur,rice,2225,2022,4498,1326.2,24.7,18.6,29.3,82.6,6.2,0.49,177.1,19.0,130.6,42.8,38.3,18.9
2014,Jajpur,maize,1957,1966,3847,858.2,27.8,22.9,34.4,60.6,5.6,0.99,217.3,9.9,73.5,60.4,49.1,0.0
2014,Jajpur,pulses,578,1770,1023,1532.8,26.0,21.5,30.7,58.8,5.6,1.12,107.9,22.5,194.3,30.5,25.8,43.7
2014,Jajpur,groundnut,2103,2266,4765,1076.5,29.4,23.2,34.7,61.0,6.3,0.89,190.6,29.4,73.5,30.1,36.8,33.1
2014,Jajpur,sesame,777,1686,1310,846.4,27.0,22.1,32.7,70.7,6.4,1.15,134.4,25.4,66.4,36.6,22.9,40.5
2014,Jharsuguda,rice,2695,1967,5301,1197.3,24.8,20.1,29.0,73.8,6.0,1.2,116.2,11.9,233.9,40.6,21.9,37.5
2014,Jharsuguda,maize,2054,1762,3619,1032.8,24.8,17.0,29.5,50.7,7.2,0.98,161.7,10.7,183.7,42.5,20.0,37.5
2014,Jharsuguda,pulses,1646,1783,2934,1499.1,29.6,25.6,35.6,63.5,5.6,0.67,219.9,15.4,134.6,56.4,36.1,7.5
2014,Jharsuguda,groundnut,1589,2351,3735,1239.5,22.0,16.6,27.4,70.2,6.9,0.6,216.8,5.0,170.4,64.5,25.1,10.4
2014,Jharsuguda,sesame,710,1644,1167,1226.0,24.9,19.5,30.7,75.3,5.6,1.1,246.9,28.3,168.6,47.2,45.3,7.5
2014,Kalahandi,rice,2980,1523,4538,1415.6,26.8,21.9,30.3,67.2,6.0,0.66,145.1,15.5,129.7,46.0,20.0,34.0
2014,Kalahandi,maize,1638,2180,3570,1040.5,29.1,23.9,34.7,84.1,6.3,0.63,243.6,25.1,140.6,58.9,32.9,8.2
2014,Kalahandi,pulses,1208,2010,2428,1013.1,27.2,20.8,32.6,70.3,6.4,0.9,237.5,26.1,133.4,48.2,39.8,12.0
2014,Kalahandi,groundnut,1548,2084,3226,767.7,28.0,22.3,33.7,66.0,6.7,1.23,270.7,19.7,157.0,56.1,20.0,23.9
2014,Kalahandi,sesame,819,2667,2184,1395.0,27.7,24.2,32.7,64.1,6.7,0.56,148.7,5.0,211.1,41.0,36.6,22.4
2014,Kandhamal,rice,2499,1466,3663,948.2,25.0,20.7,30.4,62.0,7.4,1.11,240.4,18.8,225.7,42.8,34.7,22.5
2014,Kandhamal,maize,2042,2350,4798,1327.4,26.0,21.5,31.6,77.2,6.3,0.32,189.6,26.2,240.3,33.0,30.7,36.3
2014,Kandhamal,pulses,1102,2677,2950,1193.0,25.2,19.6,29.8,57.8,6.1,1.32,219.2,21.1,137.5,47.9,37.8,14.3
2014,Kandhamal,groundnut,1873,2057,3852,1373.8,27.0,23.0,31.4,50.2,7.5,1.06,158.5,17.2,118.2,60.4,20.8,18.8
2014,Kandhamal,sesame,928,1945,1804,1365.4,26.8,23.6,31.5,60.3,6.5,1.23,113.0,12.0,122.4,41.2,42.4,16.4
2014,Kendrapara,rice,2456,2207,5420,1074.8,27.5,21.7,31.8,77.8,6.5,1.11,189.9,23.8,148.0,44.0,37.6,18.4
2014,Kendrapara,maize,2134,1375,2934,1486.7,23.3,19.0,28.2,74.1,7.3,0.24,174.6,5.0,151.6,47.7,50.9,1.4
2014,Kendrapara,pulses,1230,2522,3102,1316.8,26.1,22.5,31.4,55.1,7.1,0.75,259.8,15.2,163.4,47.1,34.5,18.4
2014,Kendrapara,groundnut,1691,2196,3713,1014.8,24.6,18.4,30.3,70.7,7.3,0.72,266.1,21.8,98.8,63.5,44.9,0.0
2014,Kendrapara,sesame,869,2363,2053,1119.3,28.7,26.1,32.7,79.8,6.4,0.86,132.7,38.5,209.5,43.0,31.0,26.0
2014,Kendujhar,rice,2757,2991,8246,1390.8,31.3,27.2,35.5,58.1,6.7,0.85,192.4,28.1,211.6,29.7,29.0,41.3
2014,Kendujhar,maize,2205,1766,3894,1040.4,29.0,25.3,33.7,73.3,6.2,1.03,171.6,34.1,143.7,51.7,42.5,5.8
2014,Kendujhar,pulses,1043,973,1014,1272.2,27.1,21.5,31.9,65.7,7.5,0.36,236.7,14.3,133.2,41.8,27.0,31.2
2014,Kendujhar,groundnut,1942,2695,5233,1294.0,27.2,23.2,32.7,90.0,6.3,0.69,171.9,15.1,50.0,49.1,26.5,24.4
2014,Kendujhar,sesame,497,2376,1180,983.6,26.3,19.8,29.9,54.7,6.6,1.14,121.3,24.1,179.0,24.4,43.0,32.6
2014,Khordha,rice,2719,1844,5013,1450.5,29.3,24.2,33.8,60.3,6.5,0.97,183.8,5.0,213.4,46.9,31.2,21.9
2014,Khordha,maize,2214,2762,6115,639.6,27.9,24.3,33.4,71.3,6.8,0.65,106.3,15.5,170.3,55.2,23.3,21.5
2014,Khordha,pulses,1456,1676,2440,1272.5,26.0,20.8,31.9,57.7,6.2,0.86,320.1,11.4,252.0,65.0,34.0,1.0
2014,Khordha,groundnut,1725,1653,2851,1186.4,24.2,19.3,30.7,63.9,6.4,0.29,218.7,22.6,153.2,42.8,32.1,25.1
2014,Khordha,sesame,1025,1985,2034,1263.0,27.4,21.3,33.1,71.9,7.3,0.93,265.2,26.1,57.9,58.0,36.4,5.6
2014,Koraput,rice,2487,2140,5322,1131.0,27.5,23.1,33.8,68.9,6.3,0.52,213.4,21.9,169.4,34.7,20.0,45.3
2014,Koraput,maize,2156,2742,5911,994.7,30.2,24.9,35.2,66.0,5.8,1.1,161.2,12.2,199.6,26.2,20.0,53.8
2014,Koraput,pulses,1195,2146,2564,1296.9,26.4,18.9,31.2,67.7,6.1,0.84,230.7,32.0,75.5,42.5,39.5,18.0
2014,Koraput,groundnut,1946,2003,3897,1308.5,25.4,18.8,31.4,56.6,6.0,0.49,233.9,7.2,133.4,49.5,34.3,16.2
2014,Koraput,sesame,964,1467,1414,1319.0,25.8,21.1,31.0,71.0,6.5,0.57,185.0,20.0,81.2,40.4,38.9,20.7
2014,Malkangiri,rice,2180,2578,5620,1453.9,24.5,18.1,29.4,74.2,6.3,1.08,220.3,11.9,91.7,30.4,36.9,32.7
2014,Malkangiri,maize,2143,2325,4982,1176.4,24.7,20.4,30.9,65.2,6.6,0.48,216.8,15.4,202.3,52.7,30.0,17.3
2014,Malkangiri,pulses,1168,1724,2013,916.1,25.3,20.1,30.6,71.5,6.3,1.08,203.2,27.0,61.3,20.0,37.8,42.2
2014,Malkangiri,groundnut,1443,1893,2731,1139.6,30.2,24.8,35.4,78.4,6.7,0.66,253.6,8.9,166.2,29.5,37.0,33.5
2014,Malkangiri,sesame,948,2838,2690,887.0,25.8,20.0,31.1,71.8,6.0,0.62,262.3,19.5,168.8,43.8,23.2,33.0
2014,Mayurbhanj,rice,2733,2251,6151,1661.1,25.0,19.2,28.7,71.6,7.0,0.2,189.8,14.4,114.9,48.9,46.2,4.9
2014,Mayurbhanj,maize,1966,2102,4132,1222.9,27.0,23.1,33.1,73.0,6.7,0.56,177.0,18.2,73.3,28.1,29.0,42.9
2014,Mayurbhanj,pulses,1330,1673,2225,996.2,25.4,20.9,30.0,90.0,7.0,1.11,258.4,10.0,88.9,33.9,48.3,17.8
2014,Mayurbhanj,groundnut,1663,1374,2284,1113.8,26.5,21.2,31.8,61.7,6.8,0.61,192.2,26.9,117.9,39.3,40.9,19.8
2014,Mayurbhanj,sesame,685,1807,1237,1311.1,31.1,25.5,36.6,75.3,6.0,0.83,198.5,23.2,155.8,48.8,31.9,19.3
2014,Nabarangpur,rice,2514,1386,3484,1136.0,29.8,24.5,34.8,89.0,5.8,0.47,285.6,20.5,137.9,33.0,39.5,27.5
2014,Nabarangpur,maize,2136,1452,3101,1171.9,26.3,21.0,30.2,82.5,7.0,0.69,189.2,18.6,111.1,40.6,32.3,27.1
2014,Nabarangpur,pulses,1603,2473,3964,1386.9,27.7,23.8,32.7,79.7,5.9,0.99,316.1,30.6,220.7,47.2,44.7,8.1
2014,Nabarangpur,groundnut,1620,2397,3883,1330.9,27.6,21.3,32.1,68.1,6.5,0.49,211.3,5.0,202.3,45.5,29.8,24.7
2014,Nabarangpur,sesame,691,1882,1300,1337.7,28.1,23.8,32.3,76.6,6.1,0.82,206.2,23.1,192.9,32.4,20.0,47.6
2014,Nuapada,rice,2358,2900,6838,1604.4,30.7,25.9,33.9,50.0,6.2,0.74,265.0,28.7,161.4,36.1,25.4,38.5
2014,Nuapada,maize,2063,2348,4843,1278.4,24.9,19.2,30.3,59.3,6.1,1.01,188.3,35.9,175.1,40.1,34.9,25.0
2014,Nuapada,pulses,1215,1635,1986,1017.5,28.4,22.6,34.0,85.2,6.2,1.3,155.0,9.9,62.0,40.5,30.0,29.5
2014,Nuapada,groundnut,1931,2121,4095,961.4,26.2,21.6,29.4,60.2,6.1,1.23,209.6,26.6,75.1,56.9,48.0,0.0
2014,Nuapada,sesame,400,1647,658,1299.2,28.3,24.0,33.0,64.0,6.6,1.16,161.4,30.0,110.9,36.5,43.2,20.3
2014,Nayagarh,rice,2730,2425,6620,936.8,26.1,20.3,31.1,59.3,6.7,0.59,289.7,35.4,180.2,58.6,35.6,5.8
2014,Nayagarh,maize,2191,2738,5998,1249.1,26.5,23.2,31.4,78.2,7.0,0.95,172.9,5.0,125.2,42.0,31.9,26.1
2014,Nayagarh,pulses,1354,2992,4051,1224.7,26.6,21.9,31.7,61.7,6.6,0.94,210.5,24.6,171.7,27.3,41.4,31.3
2014,Nayagarh,groundnut,1632,1452,2369,979.1,27.9,23.1,31.2,74.8,5.8,0.84,211.9,28.9,239.1,31.4,34.5,34.1
2014,Nayagarh,sesame,830,2216,1839,1243.1,26.3,21.7,30.2,79.9,6.7,1.08,184.5,13.4,96.1,48.6,24.6,26.8
2014,Puri,rice,2962,1346,3986,1254.7,30.1,24.5,35.3,60.3,5.8,1.03,275.3,15.6,93.0,20.4,25.2,54.4
2014,Puri,maize,1971,2799,5516,1334.6,27.6,23.0,32.0,84.1,6.6,0.2,166.3,11.4,122.7,50.6,33.9,15.5
2014,Puri,pulses,1180,2656,3134,1060.7,30.7,26.4,35.8,67.2,6.6,0.93,221.7,12.5,93.9,70.0,30.2,0.0
2014,Puri,groundnut,1974,1196,2360,1144.1,26.7,21.2,29.0,71.7,5.9,0.9,148.2,11.4,136.3,34.5,30.2,35.3
2014,Puri,sesame,601,1083,650,1403.6,24.4,19.6,30.2,63.9,6.1,0.87,255.9,8.3,142.5,27.7,31.1,41.2
2014,Rayagada,rice,2508,1572,3942,1108.6,24.2,19.1,30.3,59.0,6.2,0.95,260.6,5.1,141.6,47.8,34.0,18.2
2014,Rayagada,maize,1380,2250,3105,1503.9,27.2,23.2,31.7,87.7,7.0,0.99,217.8,13.4,140.0,44.2,40.5,15.3
2014,Rayagada,pulses,1577,2559,4035,916.1,27.4,21.7,33.0,63.7,8.0,0.42,145.8,22.3,255.8,36.6,32.3,31.1
2014,Rayagada,groundnut,2069,1991,4119,1133.1,28.1,22.8,34.1,82.9,6.7,0.89,210.7,24.9,152.8,45.0,47.0,8.0
2014,Rayagada,sesame,1279,1246,1593,1202.0,25.6,20.9,31.0,76.7,6.4,0.23,151.7,29.0,50.0,56.9,40.2,2.9
2014,Sambalpur,rice,2829,1900,5375,787.7,27.9,21.6,33.8,63.4,6.5,0.64,159.0,29.6,90.1,36.1,24.0,39.9
2014,Sambalpur,maize,1627,2073,3372,1432.3,26.6,23.1,32.4,86.9,6.2,0.66,225.8,36.2,124.0,31.7,41.3,27.0
2014,Sambalpur,pulses,1399,2003,2802,1088.4,29.0,23.5,33.2,70.5,5.8,1.01,186.9,15.6,148.4,45.4,43.9,10.7
2014,Sambalpur,groundnut,1947,1921,3740,1352.7,27.8,23.2,32.7,68.5,6.8,0.69,180.5,39.7,197.0,37.4,40.7,21.9
2014,Sambalpur,sesame,929,2195,2039,1227.5,29.4,24.1,34.3,80.4,6.6,0.84,215.7,19.1,150.5,39.1,27.5,33.4
